seq,orderid,orderdate,shipdate,customerid,customername,customertype,국가,도시,주,우편번호,regiontype,productid,bigcategory,subcategory,productname,price,quantity,discount
3049,CA-2017-1214191,02/04/2017 0:00,04/04/2017 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,30.33,2,0
7203,CA-2016-1203691,28/10/2016 0:00,28/10/2016 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45 x 53",36.78,5,0
9041,CA-2014-1381771,19/09/2014 0:00,24/09/2014 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,40.33,1,0.5
3101,CA-2017-1312332,14/04/2017 0:00,19/04/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",51,3,0.2
4031,CA-2017-1242962,24/12/2017 0:00,28/12/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",44.33,4,0
7583,CA-2015-1427341,16/04/2015 0:00,21/04/2015 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,23.33,2,0.1
9604,CA-2016-1298611,17/06/2016 0:00,23/06/2016 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,38.33,3,0.4
2848,CA-2017-1578541,08/04/2017 0:00,15/04/2017 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",69.78,6,0
2367,CA-2014-1022951,24/11/2014 0:00,26/11/2014 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",45.33,1,0.2
6128,CA-2016-1241001,31/03/2016 0:00,06/04/2016 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",29.33,6,0.1
9155,CA-2016-1329901,01/08/2016 0:00,03/08/2016 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,FUR-FU-10004864,Furniture,Furnishings,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,51.78,2,0.2
8707,CA-2014-1468151,08/09/2014 0:00,13/09/2014 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,23.33,2,0.1
5626,CA-2014-1266831,29/09/2014 0:00,01/10/2014 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,26.78,2,0
5627,CA-2014-1266832,29/09/2014 0:00,01/10/2014 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",34.33,9,0
2416,CA-2015-1460871,06/07/2015 0:00,11/07/2015 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,26,2,0
6034,CA-2015-1302531,14/12/2015 0:00,18/12/2015 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",27.78,3,0
1386,US-2016-1085044,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,Howard Miller 13 Diameter Goldtone Round Wall Clock,49.78,3,0
1387,US-2016-1085045,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",47,2,0
3639,CA-2016-1451776,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,32.78,7,0.2
9213,CA-2014-1440711,08/12/2014 0:00,15/12/2014 0:00,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,25.78,2,0
9214,CA-2014-1440712,08/12/2014 0:00,15/12/2014 0:00,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,32.78,3,0
636,CA-2015-1680041,04/10/2015 0:00,09/10/2015 0:00,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,51.33,3,0
8563,CA-2016-1235401,02/04/2016 0:00,06/04/2016 0:00,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Managers Chair,39.33,5,0
507,CA-2015-1453521,16/03/2015 0:00,22/03/2015 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,38.8,1,0
508,CA-2015-1453522,16/03/2015 0:00,22/03/2015 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,9.8,3,0
509,CA-2015-1453523,16/03/2015 0:00,22/03/2015 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",43.53,3,0
510,CA-2015-1453524,16/03/2015 0:00,22/03/2015 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,74.53,5,0
2449,CA-2015-1280271,14/09/2015 0:00,17/09/2015 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,32.53,3,0
9491,CA-2017-1117381,03/01/2017 0:00,07/01/2017 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,43.53,8,0.2
9492,CA-2017-1117382,03/01/2017 0:00,07/01/2017 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,37.8,3,0
4774,CA-2017-1197462,23/11/2017 0:00,27/11/2017 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,23.6,5,0.2
6957,CA-2016-1575881,14/07/2016 0:00,19/07/2016 0:00,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,32.53,5,0
6752,CA-2016-1547672,28/06/2016 0:00,30/06/2016 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,33.33,2,0
6753,CA-2016-1547673,28/06/2016 0:00,30/06/2016 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,9.67,2,0
6754,CA-2016-1547674,28/06/2016 0:00,30/06/2016 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,43.53,2,0
6755,CA-2016-1547675,28/06/2016 0:00,30/06/2016 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",75.33,4,0
5739,CA-2017-1561391,31/12/2016 0:00,06/01/2017 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2 x 11",56.53,3,0.2
4689,US-2017-1548511,30/03/2017 0:00,03/04/2017 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Executive Red",68.53,5,0.7
3128,CA-2017-1475641,02/10/2017 0:00,06/10/2017 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,9.67,4,0
2463,CA-2017-1486911,03/12/2017 0:00,09/12/2017 0:00,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,57.53,5,0.2
2464,CA-2017-1486912,03/12/2017 0:00,09/12/2017 0:00,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,48.53,2,0.2
2466,CA-2017-1486914,03/12/2017 0:00,09/12/2017 0:00,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,OFF-LA-10001317,Office Supplies,Labels,Avery 520,8.6,1,0
8444,US-2016-1551732,06/03/2016 0:00,10/03/2016 0:00,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,52.53,1,0.7
2987,CA-2016-1392692,25/05/2016 0:00,30/05/2016 0:00,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2 x 4",38.67,2,0
2988,CA-2016-1392693,25/05/2016 0:00,30/05/2016 0:00,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",56.53,9,0
8441,CA-2016-1583021,08/12/2016 0:00,12/12/2016 0:00,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",57.67,3,0.2
7483,CA-2014-1139641,23/09/2014 0:00,30/09/2014 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,57.53,4,0.2
7919,CA-2015-1525131,04/07/2015 0:00,08/07/2015 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,55.53,2,0.2
2760,CA-2016-1461712,11/03/2016 0:00,15/03/2016 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,37.53,4,0
3104,CA-2016-1245621,08/12/2016 0:00,12/12/2016 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",64.53,7,0.7
5760,US-2016-1115281,30/12/2016 0:00,30/12/2016 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,37.53,4,0
5761,US-2016-1115282,30/12/2016 0:00,30/12/2016 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,25.53,1,0.2
3286,CA-2017-1505251,20/02/2017 0:00,25/02/2017 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,9.8,2,0
3287,CA-2017-1505252,20/02/2017 0:00,25/02/2017 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,33.33,3,0
5804,US-2017-1067961,12/05/2017 0:00,19/05/2017 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,9.8,3,0.2
6770,CA-2017-1397871,19/09/2017 0:00,23/09/2017 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,32.8,5,0
7476,CA-2014-1671992,06/01/2014 0:00,10/01/2014 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,34.53,2,0
7477,CA-2014-1671993,06/01/2014 0:00,10/01/2014 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,38.8,2,0
7480,CA-2014-1671996,06/01/2014 0:00,10/01/2014 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",40.4,4,0
7481,CA-2014-1671997,06/01/2014 0:00,10/01/2014 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,46.67,1,0
5086,CA-2015-1443021,19/06/2015 0:00,23/06/2015 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",34.53,2,0.8
3551,CA-2016-1525551,29/03/2016 0:00,02/04/2016 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,52.67,3,0.2
4244,CA-2016-1591422,04/04/2016 0:00,05/04/2016 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",72.67,3,0
5873,CA-2017-1299101,30/03/2017 0:00,03/04/2017 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",71.53,1,0
1456,CA-2017-1484741,12/06/2017 0:00,19/06/2017 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,33.53,3,0
1551,US-2017-1249261,13/11/2017 0:00,18/11/2017 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,73.33,6,0.8
7740,CA-2014-1547811,21/11/2014 0:00,26/11/2014 0:00,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,31.67,2,0
5679,CA-2016-1439241,28/07/2016 0:00,03/08/2016 0:00,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,OFF-FA-10000735,Office Supplies,Fasteners,Staples,6.4,7,0
5680,CA-2016-1439242,28/07/2016 0:00,03/08/2016 0:00,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,9.67,2,0
5912,CA-2016-1553831,17/12/2016 0:00,22/12/2016 0:00,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",40.53,3,0
3895,US-2014-1122001,22/11/2014 0:00,28/11/2014 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2",56.53,5,0.8
3418,CA-2015-1518411,27/04/2015 0:00,02/05/2015 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,35.33,5,0.2
3419,CA-2015-1518412,27/04/2015 0:00,02/05/2015 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,23.47,2,0.2
4597,CA-2016-1405641,05/12/2016 0:00,10/12/2016 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",50.8,8,0
8263,CA-2016-1003071,15/12/2016 0:00,19/12/2016 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,9.67,3,0
4758,US-2017-1445821,30/04/2017 0:00,05/05/2017 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,23.53,7,0.8
7659,CA-2017-1557401,30/07/2017 0:00,02/08/2017 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,32.53,4,0.7
8551,CA-2015-1211321,17/07/2015 0:00,24/07/2015 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10002368,Office Supplies,Labels,Avery 479,8.6,3,0.2
8552,CA-2015-1211322,17/07/2015 0:00,24/07/2015 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,25.4,4,0.2
1547,CA-2015-1113951,23/11/2015 0:00,27/11/2015 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,9.67,4,0.2
1548,CA-2015-1113952,23/11/2015 0:00,27/11/2015 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,38.53,2,0.8
1549,CA-2015-1113953,23/11/2015 0:00,27/11/2015 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",57.53,2,0.2
2212,CA-2016-1623131,27/11/2016 0:00,30/11/2016 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,26.33,6,0.1
360,CA-2017-1556981,08/03/2017 0:00,11/03/2017 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,72.33,8,0
361,CA-2017-1556982,08/03/2017 0:00,11/03/2017 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4 x 2",51.6,2,0
419,CA-2017-1548161,06/11/2017 0:00,10/11/2017 0:00,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,9.67,1,0
1998,CA-2014-1319051,06/02/2014 0:00,09/02/2014 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,8.6,4,0
1829,US-2015-1408511,13/07/2015 0:00,15/07/2015 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,9.67,6,0
9011,CA-2017-1278031,19/05/2017 0:00,23/05/2017 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,36.53,4,0
4520,CA-2017-1071671,10/06/2017 0:00,14/06/2017 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",40.53,8,0.2
8275,CA-2017-1641121,30/06/2017 0:00,04/07/2017 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",36.53,7,0
8995,CA-2014-1090431,15/08/2014 0:00,17/08/2014 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,9.67,5,0.2
8996,CA-2014-1090432,15/08/2014 0:00,17/08/2014 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,48.33,5,0.2
6793,CA-2014-1410051,15/08/2014 0:00,18/08/2014 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,45.53,3,0
6705,CA-2015-1391642,23/06/2015 0:00,28/06/2015 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,23.4,3,0
1118,CA-2015-1427551,04/09/2015 0:00,08/09/2015 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,9.67,5,0
1120,CA-2015-1427553,04/09/2015 0:00,08/09/2015 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6 x 9",41.67,2,0
1121,CA-2015-1427554,04/09/2015 0:00,08/09/2015 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.4,2,0
2394,CA-2016-1281111,17/03/2016 0:00,23/03/2016 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10000588,Office Supplies,Art,Newell 345,9.8,2,0
3100,CA-2017-1312331,14/04/2017 0:00,19/04/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,22.53,3,0.2
6746,CA-2017-1112692,16/06/2017 0:00,18/06/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10001427,Office Supplies,Art,Newell 330,9.8,5,0.2
1263,CA-2017-1050531,07/07/2017 0:00,09/07/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,30.53,3,0.2
4741,CA-2017-1643641,12/11/2017 0:00,16/11/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-LA-10004853,Office Supplies,Labels,Avery 483,8.6,2,0
4742,CA-2017-1643642,12/11/2017 0:00,16/11/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",39.8,3,0
4743,CA-2017-1643643,12/11/2017 0:00,16/11/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,51.47,3,0
2287,CA-2017-1656871,17/11/2017 0:00,23/11/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,31.33,2,0
8979,CA-2014-1195291,03/11/2014 0:00,05/11/2014 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,20.53,2,0
3966,CA-2014-1649101,12/11/2014 0:00,17/11/2014 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.8,3,0.2
3522,CA-2016-1144821,21/11/2016 0:00,25/11/2016 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,9.67,7,0
2849,CA-2017-1578542,08/04/2017 0:00,15/04/2017 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,41.53,3,0
5408,CA-2017-1088541,08/12/2017 0:00,14/12/2017 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,9.67,4,0
5409,CA-2017-1088542,08/12/2017 0:00,14/12/2017 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",34.53,1,0.2
5410,CA-2017-1088543,08/12/2017 0:00,14/12/2017 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,27.53,3,0.2
